0.1	270	0.0513601806314459
0.4	90	0.241859512416956
1	180	0.20944223132561
0.4	180	0.190644504013669
0.5	0	0.443382557506203
1	330	0.210278757418696
0.5	210	0.141923934508575
0.5	300	0.0240905720053514
0.03	240	0.109582991277191
0.3	270	0.11958800704349
1	90	0.014629243518615
0.8	90	0.351155459179318
0.03	60	0.00381777738619798
0.2	270	0.305460340139677
0.2	90	0.204044768725586
1	30	0.124473337406678
0.15	300	0.32622986207295
0.8	150	0.160138544184981
0.1	300	0.0518360622479174
0.5	30	0.267782447256324
0.6	60	0.0824351212385168
0.8	210	0.441719351176862
0.3	0	0.333228506024046
1	300	0.423871245957179
0.4	60	0.381330531860563
0.4	270	0.403506887309926
0.2	120	0.316476221827626
0.2	0	0.355213653931854
0.03	0	0.34433176955889
1	180	0.160473930568565
0.2	60	0.265824247250387
0.1	120	0.43659697880492
0.5	240	0.0272698369548985
0.3	330	0.250200387757591
0.2	240	0.216381607264181
0.05	120	0.452141245816606
0.3	240	0.315091675713339
0.8	240	0.491518111038478
0.3	210	0.292600169761273
0.8	0	0.420318258797624
1	300	0.234406890289831
0.2	120	0.27261116484692
0.8	120	0.0895520604707899
0.8	60	0.31723084838522
0.4	210	0.48147938768419
0.8	90	0.267006875725866
0.03	90	0.239807126144199
1	210	0.396833041512968
1	60	0.0463568594321474
0.03	240	0.440399771430671
0.5	300	0.00193676775674362
0.5	330	0.255764546099713
0.1	120	0.339231817160398
0.05	300	0.282873823421974
0.1	180	0.239229323372599
0.2	210	0.160256422074019
0.05	0	0.300789899229117
0.03	270	0.456576371186251
0.2	270	0.341258908358555
0.4	240	0.473366735557688
0.05	300	0.0495445043188326
0.05	60	0.255514462079177
0.5	90	0.0550641700914052
0.05	150	0.272630938665278
0.1	60	0.344392949486417
0.4	30	0.0737084941690853
0.6	270	0.38878051880401
0.03	180	0.19952561655339
0.6	150	0.449149974089338
1	90	0.153521936962785
0.3	90	0.0305255731178595
0.8	120	0.109735572224952
0.03	30	0.0414164685162031
0.8	30	0.475197667565953
0.6	180	0.00818533042834263
0.1	90	0.0573342165914207
0.03	180	0.00620497298474837
0.2	210	0.108113664638116
1	270	0.00571376440704052
0.2	270	0.321224632790045
0.1	120	0.258495469765804
0.4	150	0.122771072193649
0.05	270	0.096873670026687
0.4	30	0.0454352890740104
0.1	0	0.184220832692011
0.3	120	0.00389645531873717
0.15	90	0.301350659607906
0.15	150	0.239427372025531
0.1	90	0.154058844414894
0.8	330	0.372222223813814
0.5	210	0.419674638784387
0.3	180	0.13121596011494
0.4	210	0.257119030661037
1	210	0.2233870637963
1	30	0.170605572783869
0.6	180	0.419570902569943
0.6	30	0.491246250752989
0.1	300	0.313232250536666
0.8	0	0.0906375853026642
0.2	300	0.0615085084287267
0.8	330	0.289984354819984
0.4	330	0.164267901713949
0.4	270	0.13409318633393
0.2	270	0.275119551904254
0.6	90	0.0902584480864509
0.4	210	0.339245934707441
0.15	90	0.0278442451284099
0.5	240	0.0170285922406077
0.4	240	0.143259227384006
0.3	0	0.0386950235164628
0.6	300	0.450286145127764
0.3	270	0.423302973534606
0.6	330	0.197849236291064
0.8	120	0.0846076326573421
0.3	330	0.21522615666623
0.03	240	0.208109068441405
0.03	330	0.364381741627949
0.3	120	0.203236839457396
0.03	180	0.475903728526275
0.6	180	0.455992510457416
0.15	210	0.47570715825538
0.05	270	0.173000601394432
0.3	330	0.145122104391778
0.4	150	0.443350381419787
0.3	150	0.105015398353514
1	120	0.065438273880059
